Id,SalePrice
1461,240458.71999934214
1462,143630.85313441104
1463,183010.60760100983
1464,180230.86022689694
1465,188570.1023492355
1466,173281.49179161483
1467,168648.57950142672
1468,162394.1479096728
1469,188570.1023492355
1470,192971.36902491422
1471,189728.33042178256
1472,132511.86363795964
1473,145484.01805048628
1474,173281.49179161483
1475,142704.27067637345
1476,245323.27790403963
1477,272425.81480163994
1478,240458.71999934214
1479,228413.1480448531
1480,293273.9201074863
1481,246481.50597658663
1482,183473.89883002863
1483,170965.0356465208
1484,172586.55494808662
1485,164015.66721123864
1486,171659.972490049
1487,294200.50256552396
1488,275205.5621757528
1489,227949.8568158343
1490,193666.3058684424
1491,183473.89883002863
1492,170733.39003201138
1493,178146.04969631232
1494,247871.37966364308
1495,236520.74455268224
1496,188570.1023492355
1497,207565.0427390067
1498,182547.316371991
1499,182547.316371991
1500,182547.316371991
1501,173281.49179161483
1502,186253.6462041415
1503,268719.4849694895
1504,208491.6251970443
1505,209418.20765508193
1506,195287.82517000823
1507,224243.5269836838
1508,228413.1480448531
1509,173513.1374061242
1510,184863.77251708505
1511,188106.8111202167
1512,191118.20410883898
1513,182547.316371991
1514,71357.42140747685
1515,164015.66721123864
1516,180230.86022689694
1517,144325.78997793928
1518,204785.29536489383
1519,214977.70240330763
1520,142704.27067637345
1521,143630.85313441104
1522,173281.49179161483
1523,132280.21802345023
1524,145020.72682146748
1525,142009.3338328452
1526,132511.86363795964
1527,227949.8568158343
1528,136218.1934701101
1529,183473.89883002863
1530,173281.49179161483
1531,126952.36888973393
1532,71357.42140747685
1533,198994.15500215872
1534,126952.36888973393
1535,126952.36888973393
1536,144325.78997793928
1537,252041.00072481236
1538,138071.35838618534
1539,215904.28486134525
1540,71357.42140747685
1541,215904.28486134525
1542,155444.77947439067
1543,144325.78997793928
1544,117686.54430935775
1545,126952.36888973393
1546,204785.29536489383
1547,126952.36888973393
1548,143630.85313441104
1549,215904.28486134525
1550,182547.316371991
1551,138071.35838618534
1552,203858.7129068562
1553,71357.42140747685
1554,113053.63201916966
1555,155908.0707034095
1556,113053.63201916966
1557,71357.42140747685
1558,124867.55835914929
1559,71357.42140747685
1560,175597.94793670886
1561,71357.42140747685
1562,167721.99704338913
1563,136218.1934701101
1564,208259.9795825349
1565,182547.316371991
1566,231192.89541896596
1567,173281.49179161483
1568,192276.432181386
1569,182547.316371991
1570,179535.92338336876
1571,119771.35483994239
1572,156139.7163179189
1573,203858.7129068562
1574,188106.8111202167
1575,193666.3058684424
1576,306941.01136354124
1577,213819.4743307606
1578,183473.89883002863
1579,205711.87782293145
1580,190191.62165080133
1581,142704.27067637345
1582,183473.89883002863
1583,268256.1937404707
1584,215209.34801781704
1585,168648.57950142672
1586,126952.36888973393
1587,145252.37243597687
1588,149190.34788263676
1589,182547.316371991
1590,152896.67771478725
1591,71357.42140747685
1592,131585.28117992202
1593,163784.02159672923
1594,71357.42140747685
1595,71357.42140747685
1596,143630.85313441104
1597,183473.89883002863
1598,180925.79707042518
1599,209881.49888410073
1600,194361.24271197064
1601,117686.54430935775
1602,216135.93047585466
1603,147800.47419558035
1604,192971.36902491422
1605,243006.82175894556
1606,180925.79707042518
1607,251114.41826677474
1608,224243.5269836838
1609,191813.1409523672
1610,164015.66721123864
1611,193666.3058684424
1612,215904.28486134525
1613,230266.31296092834
1614,129963.76187835619
1615,71357.42140747685
1616,71357.42140747685
1617,137608.06715716654
1618,152896.67771478725
1619,186022.00058963208
1620,214051.11994527
1621,204785.29536489383
1622,135059.9653975631
1623,183010.60760100983
1624,214051.11994527
1625,187643.5198911979
1626,193666.3058684424
1627,180230.86022689694
1628,217757.4497774205
1629,161699.2110661446
1630,202005.54799078096
1631,186022.00058963208
1632,193666.3058684424
1633,163089.08475320102
1634,173281.49179161483
1635,166100.4777418233
1636,170965.0356465208
1637,202700.4848343092
1638,193897.95148295182
1639,183473.89883002863
1640,173513.1374061242
1641,182315.6707574816
1642,205943.52343744086
1643,207565.0427390067
1644,202237.19360529038
1645,182084.02514297218
1646,193666.3058684424
1647,188570.1023492355
1648,181852.37952846277
1649,149190.34788263676
1650,204785.29536489383
1651,204785.29536489383
1652,132511.86363795964
1653,138071.35838618534
1654,173281.49179161483
1655,173281.49179161483
1656,173281.49179161483
1657,173281.49179161483
1658,173281.49179161483
1659,151275.15841322142
1660,223316.9445256462
1661,246018.21474756784
1662,271499.23234360234
1663,278911.8920079033
1664,247871.37966364308
1665,264549.8639083202
1666,287251.1341302418
1667,219610.6146934957
1668,286092.9060576948
1669,233509.35156406
1670,268256.1937404707
1671,206406.81466645966
1672,276595.4358628092
1673,240458.71999934214
1674,273120.7516451682
1675,183473.89883002863
1676,215904.28486134525
1677,183473.89883002863
1678,291189.1095769017
1679,230034.66734641892
1680,221695.42522408036
1681,196214.40762804588
1682,233740.9971785694
1683,182084.02514297218
1684,161699.2110661446
1685,162162.5022951634
1686,163320.73036771044
1687,164015.66721123864
1688,172354.9093335772
1689,171891.61810455838
1690,164015.66721123864
1691,162394.1479096728
1692,220537.19715153333
1693,164015.66721123864
1694,162625.79352418223
1695,164015.66721123864
1696,223780.23575466502
1697,166332.1233563327
1698,258990.36916009447
1699,260148.5972326415
1700,221232.13399506157
1701,215672.63924683584
1702,296516.95871061797
1703,239532.13754130452
1704,266866.3200534142
1705,185327.06374610384
1706,255515.68494245343
1707,193897.95148295182
1708,216135.93047585466
1709,299296.70608473086
1710,231656.18664798475
1711,252504.29195383115
1712,191118.20410883898
1713,236057.45332366345
1714,207565.0427390067
1715,216830.86731938287
1716,204785.29536489383
1717,183473.89883002863
1718,71357.42140747685
1719,182084.02514297218
1720,267097.9656679237
1721,204785.29536489383
1722,71357.42140747685
1723,204785.29536489383
1724,253894.16564088757
1725,200847.31991823396
1726,193666.3058684424
1727,196909.34447157406
1728,186022.00058963208
1729,179072.63215434994
1730,213124.5374872324
1731,164015.66721123864
1732,240922.01122836093
1733,173281.49179161483
1734,138071.35838618534
1735,140851.1057602982
1736,129732.11626384678
1737,271499.23234360234
1738,192739.7234104048
1739,234435.93402209762
1740,201310.61114725278
1741,219842.26030800512
1742,173281.49179161483
1743,188570.1023492355
1744,220073.90592251453
1745,196446.05324255527
1746,193434.66025393302
1747,252967.58318284998
1748,190654.91287982016
1749,187643.5198911979
1750,149190.34788263676
1751,191813.1409523672
1752,143630.85313441104
1753,173281.49179161483
1754,186716.9374331603
1755,186022.00058963208
1756,163089.08475320102
1757,142704.27067637345
1758,249261.2533506995
1759,204785.29536489383
1760,212661.2462582136
1761,191813.1409523672
1762,198530.8637731399
1763,156603.0075469377
1764,147800.47419558035
1765,198762.5093876493
1766,194129.59709746123
1767,196909.34447157406
1768,137608.06715716654
1769,173513.1374061242
1770,140156.16891676997
1771,141777.6882183358
1772,152433.38648576842
1773,139461.2320732418
1774,186022.00058963208
1775,140156.16891676997
1776,182547.316371991
1777,126952.36888973393
1778,124635.91274463988
1779,214051.11994527
1780,166332.1233563327
1781,128342.24257679036
1782,156139.7163179189
1783,238142.26385424807
1784,136449.8390846195
1785,132511.86363795964
1786,193666.3058684424
1787,215904.28486134525
1788,71357.42140747685
1789,204785.29536489383
1790,145484.01805048628
1791,281459.9937675067
1792,155676.42508890008
1793,182547.316371991
1794,182547.316371991
1795,142704.27067637345
1796,160309.33737908816
1797,279838.47446594085
1798,139461.2320732418
1799,126952.36888973393
1800,138071.35838618534
1801,160309.33737908816
1802,204785.29536489383
1803,183242.25321551922
1804,202005.54799078096
1805,132511.86363795964
1806,108884.01095800038
1807,146410.6005085239
1808,180694.15145591577
1809,71357.42140747685
1810,164015.66721123864
1811,71357.42140747685
1812,71357.42140747685
1813,142704.27067637345
1814,138071.35838618534
1815,142704.27067637345
1816,137839.71277167596
1817,238142.26385424807
1818,154054.90578733425
1819,136218.1934701101
1820,71357.42140747685
1821,119308.06361092358
1822,219610.6146934957
1823,71357.42140747685
1824,121392.87414150822
1825,149190.34788263676
1826,145484.01805048628
1827,132511.86363795964
1828,129268.82503482798
1829,345625.8289866118
1830,204785.29536489383
1831,121392.87414150822
1832,71357.42140747685
1833,144557.4355924487
1834,159151.10930654116
1835,71357.42140747685
1836,160309.33737908816
1837,71357.42140747685
1838,142704.27067637345
1839,122319.45659954584
